name,POS,lexical_function,targets,example,group_id
éclairer,verbe,S_0,['éclairage'],"...cuisine, ajoutez un plafonnier supplémentaire pour éclairer convenablement la table.",éclairer||verbe||S_0
se détacher,verbe pronominal,S_0,['détachement'],"...pompiers d’agir rapidement et des blocs de béton s’étaient détachés des parois. À ce jour, sur 41 victimes, une trentaine ont pu être identifiées.",se détacher||verbe pronominal||S_0
rampement,nom,S_0,['ramper'],"...multiplièrent : il y eut, traînant sur le sol, des rampements de bêtes molles, dont les mandibules écartaient l’un après l’autre les grains...",rampement||nom||S_0
remonter,verbe,S_0,['remontée'],...inconvenances ! » il se mordit les lèvres et remonta à sa chambre.,remonter||verbe||S_0
cationique,adjectif,S_0,['cation'],"...l’hypothèse formulée précédemment sur la nature cationique des défauts existant dans l’oxyde n’autorise pas à exclure la présence de défauts,...",cationique||adjectif||S_0
protester,verbe,S_0,['protestation'],"...capitale avec leurs « cahiers de doléances », pour protester contre les nouveaux impôts imposés par l’Espagne sur les marchés et réclamer...",protester||verbe||S_0
brosser,verbe,S_0,['brossage'],"...continuaient. Il se releva et du plat de la main, brossa son pantalon poussiéreux.",brosser||verbe||S_0
courageusement,adverbe,S_0,['courage'],"...toutefois pas laissé faire. Il s’est débattu courageusement et a crié, ce qui a provoqué le départ précipité des individus.",courageusement||adverbe||S_0
sortir,verbe,S_0,['sortie'],"Peu après onze heures, Nadia sortit de chez elle et se dirigea vers les Buttes-Chaumont toutes proches. Elle s’était...",sortir||verbe||S_0
discuter,verbe,S_0,['discussion'],"...meilleure façon de les préparer, les convives discutaient de la réalité des soucoupes volantes, du Spoutnik et de qui, des Américains...",discuter||verbe||S_0
acide,adjectif,S_0,['acide'],Le résiné est bon. Il n’a pas le goût acide de la modeste bibine que l’on nous sert à Spetsai. C’est une boisson mâle chargée...,acide||adjectif||S_0
philosophiquement,adverbe,S_0,['philosophie'],"...considérable influence. Beaucoup plus avancé que moi, philosophiquement parlant (comme il se moquait de notre professeur de philo, le pauvre abbé Carrère,...",philosophiquement||adverbe||S_0
trembler,verbe,S_0,['tremblement'],"...me suis avancé vers lui, la joie me faisait trembler. Mon menton tremblait, mes lèvres tremblaient alors que j’aurais tant voulu...",trembler||verbe||S_0
cellulaire,adjectif,S_0,['cellule'],...fusion de l’enveloppe virale avec la membrane cellulaire.,cellulaire||adjectif||S_0
inscrire,verbe,S_0,['inscription'],"...écrire de nombreux petits papiers sur lesquels étaient inscrits des indices. Après les avoir rédigés minutieusement, j’ai trouvé des cachettes...",inscrire||verbe||S_0
piquer,verbe,S_0,['piqué'],"À huit heures du soir, on avait vu l’avion piquer vers le sol.",piquer||verbe||S_0
batelier,adjectif,S_0,['batellerie'],"...dire encore que l’essentiel de la circulation batelière allait alors, non, comme aujourd’hui, par « barges » poussées de l’arrière,...",batelier||adjectif||S_0
gestuellement,adverbe,S_0,['geste'],"...seul, ma vue baisse, je suis bien maladroit gestuellement quand je me retrouve ici, errant, revenant toujours au bureau, mon point d’amarre.",gestuellement||adverbe||S_0
paraître,verbe,S_0,['parution'],"Il écrivit dès 1610 mais ses « Œuvres » ne parurent qu’en 1621. Ce sont des Odes au roi, des sonnets ou de longs poèmes, des satires...",paraître||verbe||S_0
maniaque,adjectif,S_0,['manie'],...sucres dans la soucoupe attestaient un soin maniaque.,maniaque||adjectif||S_0
coopératif,adjectif,S_0,['coopération'],...a empreint l’assemblée générale de l’union coopérative des marches de Meuse à Doulcon.,coopératif||adjectif||S_0
dire,verbe,S_0,['discours'],"Elle a dit qu’elle t’avait cherché longtemps, que des troufions l’avaient kidnappée mais...",dire||verbe||S_0
visuel,adjectif,S_0,['vue'],"...parmi les anciens, a été frappé par l’acuité visuelle extraordinaire, même nocturne, que gardent les vieux de quatre-vingts ans.",visuel||adjectif||S_0
mensuel,adjectif,S_0,['mois'],"...de la légion étrangère, tiendra sa réunion mensuelle, vendredi 28, à 19 h, à la brasserie Gambetta, 55, rue Gambetta à Lunéville.",mensuel||adjectif||S_0
oublier,verbe,S_0,['oubli'],"...par sa démarche caractéristique et personne n’oubliera sa grande silhouette lorsqu’il circulait sur sa bicyclette, « au ralenti ».",oublier||verbe||S_0
administrer,verbe,S_0,['administration'],"Par contre, on lui administrait des calmants. Il n’était pas dépressif, mais très, très angoissé.",administrer||verbe||S_0
espionner,verbe,S_0,['espionnage'],...livreraient bientôt les noms de trois postiers qui espionnaient les communications téléphoniques pour le compte de la Légation de France.,espionner||verbe||S_0
écrire,verbe,S_0,['écriture'],...Napoléon a défait l’Europe en croyant la faire » écrit la journaliste.,écrire||verbe||S_0
couper les cheveux en quatre,locution verbale,S_0,['coupage de cheveux en quatre'],"...prouver que ça remontait loin, que déjà petit je coupais les cheveux en quatre.",couper les cheveux en quatre||locution verbale||S_0
progresser,verbe,S_0,['progression'],"Dès que la maladie est déclarée, elle progresse rapidement.",progresser||verbe||S_0
lyonnais,adjectif,S_0,['Lyon'],"...seul mot. Cela n’a pas d’importance, nos mots lyonnais n’ont pas de règle d’orthographe définie. Un cogne-mou est un mollasson. Une...",lyonnais||adjectif||S_0
chimique,adjectif,S_0,['chimie'],L’utilisation d’une expérience chimique dans l’enseignement est l’un des problèmes les plus développés dans la méthodologie...,chimique||adjectif||S_0
ressembler,verbe,S_0,['ressemblance'],...sur son maigre corps avec un léger bruit qui ressemblait à un soupir.,ressembler||verbe||S_0
rincer,verbe,S_0,['rinçage'],"...le bac à vaisselle, les lava vivement, les rinça sous le robinet et les déposa sur l’égouttoir.",rincer||verbe||S_0
parier,verbe,S_0,['pari'],"...trashy mais certainement pas crado, on va pas parier sur l’heure de ma mort. Non, on va parier sur le jour de la fin de mon célibat...",parier||verbe||S_0
bordeaux,adjectif,S_0,['bordeaux'],...beaucoup insisté pour que je mette mon pull bordeaux...,bordeaux||adjectif||S_0
anarchiquement,adverbe,S_0,['anarchie'],"...regardions, incrédules, les files se constituant anarchiquement à l’entrée des cinémas, sous les affiches vulgaires et emphatiques annonçant...",anarchiquement||adverbe||S_0
sage,adjectif,S_0,['sagesse'],"...les assistants approuvèrent un jugement si sage : Midas seul osa le blâmer, et le trouva injuste. Apollon ne voulant pas que...",sage||adjectif||S_0
se couvrir,verbe pronominal,S_0,['couverture'],"...tombe ; puis des cascades chantent et les arbres se couvrent de jeunes feuilles. C’est le printemps, et, bientôt, voici l’été.",se couvrir||verbe pronominal||S_0
pleurer,verbe,S_0,['pleur'],"...l’entends, j’ai à la fois envie de rire et de pleurer.",pleurer||verbe||S_0
obtenir,verbe,S_0,['obtention'],"...Adolescent, il tempêtait et boudait quand il n’obtenait pas ce qu’il voulait, un peu plus d’argent de poche ou une nouvelle raquette...",obtenir||verbe||S_0
naviguer,verbe,S_0,['navigation'],"...fleuve, vaste comme un bras de mer, sur lequel naviguent pirogues et bateaux à aubes, et les affluents, la rivière d’Ahoada avec ses...",naviguer||verbe||S_0
fermer,verbe,S_0,['fermeture'],"...l’ouverture de la fenêtre, que nous avions renoncé à fermer complètement cet été-là, tu t’en souviens ?",fermer||verbe||S_0
fermier,adjectif,S_0,['ferme'],"...substituer à la fabrication de ces produits fermiers, une industrialisation rationnelle conduisant à la fabrication de beurres laitiers...",fermier||adjectif||S_0
tabulaire,adjectif,S_0,['table'],"...responsable des falaises, des gorges, des formes tabulaires.",tabulaire||adjectif||S_0
s’excuser,verbe pronominal,S_0,['excuse'],Il a dû s’excuser au cours d’après pour ses propos et il a aussi failli prendre un bouquet de...,s’excuser||verbe pronominal||S_0
procréer,verbe,S_0,['procréation'],"...se trompaient, s’épousaient, se trompaient, procréaient, se trompaient, se quittaient, recommençaient.",procréer||verbe||S_0
éblouir,verbe,S_0,['éblouissement'],...d’un air dolent et un éclair de magnésium les éblouit.,éblouir||verbe||S_0
ingratement,adverbe,S_0,['ingratitude'],"...bonne sœur de Saint- Vincent-de-Paul dont j’ai ingratement oublié le nom en religion, mais que certains prétendaient issue d’une riche...",ingratement||adverbe||S_0
souhaiter,verbe,S_0,['souhait'],"...clair, d’après ses paroles, que sa famille souhaite la cérémonie la plus discrète possible et la présence des seuls proches parents.",souhaiter||verbe||S_0
alphabétiquement,adverbe,S_0,['alphabet'],"...Jacquemort retrouvait, classés et ordonnés alphabétiquement sinon logiquement, les éléments essentiels de tout ce dont se composent les...",alphabétiquement||adverbe||S_0
anarchique,adjectif,S_0,['anarchie'],...la hiérarchie sacrée des féodaux et l’ordre anarchique des futures sociétés sans classes.,anarchique||adjectif||S_0
pragmatique,adjectif,S_0,['pragmatique'],"Dans cette théorie pragmatique, l’accent est mis sur le problème de l’interprétation des énoncés.",pragmatique||adjectif||S_0
ethnique,adjectif,S_0,['ethnie'],"...structure de la population des divers groupes ethniques par âge et par sexe, de l’attitude qui prévaut dans les groupes ethniques concernant...",ethnique||adjectif||S_0
examiner,verbe,S_0,['examen'],"...blanc, se tient debout contre la porte et semble examiner attentivement un plan du métro parisien.",examiner||verbe||S_0
fair-play,adjectif,S_0,['fair-play'],"— Votre question n’est pas très fair-play, puisque vous connaissez la réponse, dit Daldry en baissant les yeux.",fair-play||adjectif||S_0
distinguer,verbe,S_0,['distinction'],"...carré de terre et d’herbes, il ne pouvait pas distinguer le corps de l’animal : on ne voyait ni tête, ni pattes, ni dessins brunâtres...",distinguer||verbe||S_0
destiner,verbe,S_0,['destination'],...avait mis des épluchures de légumes qu’elle destinait aux lapins.,destiner||verbe||S_0
annoncer,verbe,S_0,['annonce'],...distribués un peu partout dans la ville pour annoncer le mariage de nos deux associations.,annoncer||verbe||S_0
désastreux,adjectif,S_0,['désastre'],"...preuve que le gouvernement menait une politique désastreuse, ménageant la chèvre et le chou, s’aliénant à la fois Le Caire et l’Occident.",désastreux||adjectif||S_0
rond,adjectif,S_0,['rond'],Et elles auront en prime un petit miroir rond au dos duquel sourit à pleines dents une coquette du cinéma muet.,rond||adjectif||S_0
coopérer,verbe,S_0,['coopération'],"...lancer, grimper, sauter, ramper, s’équilibrer, coopérer sous l’œil des maîtresses et d’une bonne vingtaine de parents.",coopérer||verbe||S_0
natal,adjectif,S_0,['naissance'],...Saint-Sauveur-en-Puisaye où se trouve la maison natale de Colette.,natal||adjectif||S_0
divin,adjectif,S_0,['dieu'],"...sagesse de mon maître et sans doute de la volonté divine, s’infléchit ce jour-là la ligne de ma destinée. Elle m’écarta du chemin tout...",divin||adjectif||S_0
s’obstiner,verbe pronominal,S_0,['obstination'],"...l’autoroute, quoi ! T’es de l’autoroute ! Gaston s’obstinait dans son incompréhension. - Non, pour moi l’autoroute c’est le boulot, un point...",s’obstiner||verbe pronominal||S_0
naturellement,adverbe,S_0,['nature'],"Plutôt grande et baraquée, des cheveux naturellement blonds coupés courts, accentuant son côté gavroche, des yeux fendus et couleur...",naturellement||adverbe||S_0
remplir,verbe,S_0,['remplissage'],"...un puits. Au bord du puits, des seaux, qu’on remplissait avec l’eau fraîche remontée au bout d’une chaîne.",remplir||verbe||S_0
bactérien,adjectif,S_0,['bactérie'],La salmonelle est à l’origine de maladies bactériennes provoquant notamment des fièvres typhoïdes et des gastro-entérites.,bactérien||adjectif||S_0
villageois,adjectif,S_0,['village'],"...souhaité être ainsi bienvenu de la communauté villageoise, s’y incorporer de plain-pied en retrouvant une parenté, il n’avait pas tardé...",villageois||adjectif||S_0
religieux,adjectif,S_0,['religion'],"...dans ses visites aux établissements religieux de Beyrouth et des environs, aussi nombreux dans la montagne que les alvéoles d’une ruche.",religieux||adjectif||S_0
chanter,verbe,S_0,['chant'],...je me sens si heureux d’être en vie que je chante tout seul.,chanter||verbe||S_0
cinématographique,adjectif,S_0,['cinéma'],"La création cinématographique possède certaines analogies avec la création culinaire. Dans cette dernière,...",cinématographique||adjectif||S_0
se conduire,verbe pronominal,S_0,['conduite'],...la question : « Y a-t-il des punitions si on se conduit mal ? » Il fut répondu que « les sanctions allaient de l’avertissement à l’exclusion...,se conduire||verbe pronominal||S_0
assouplir,verbe,S_0,['assouplissement'],"...privilégiant la bonne position du dos et du corps, assouplissent le corps, améliorent les attitudes vertébrales et articulaires ainsi que la...",assouplir||verbe||S_0
téléphonique,adjectif,S_0,['téléphone'],"...les résultats d’examens, les conversations téléphoniques avec les spécialistes, les histoires que racontait la famille, les antécédents...",téléphonique||adjectif||S_0
